sentence,emotion,cleaned_text
Really loving the connection with this new colleague today.,happiness,really loving the connection with this new colleague today.
My heart's singing a happy tune today somehow naturally.,happiness,my heart's singing a happy tune today somehow naturally.
Feeling really grateful for these amazing friendships lately.,happiness,feeling really grateful for these amazing friendships lately.
Felt absolutely ecstatic when I landed my dream job.,happiness,felt absolutely ecstatic when i landed my dream job.
Their kindness was rather infectious that day somehow.,happiness,their kindness was rather infectious that day somehow.
Everything's going really well at the office today thankfully.,happiness,everything's going really well at the office today thankfully.
Everything felt brighter after that phone call yesterday morning.,happiness,everything felt brighter after that phone call yesterday morning.
This new puppy makes me feel extremely joyful again.,happiness,this new puppy makes me feel extremely joyful again.
My day is definitely filled with joyful moments today.,happiness,my day is definitely filled with joyful moments today.
Everything is going really right for me today somehow.,happiness,everything is going really right for me today somehow.
Being around her makes me rather incredibly happy.,happiness,being around her makes me rather incredibly happy.
"Clearly, this new connection feels very right to me.",happiness,"clearly, this new connection feels very right to me."
Feeling really blessed to have such great friends nearby.,happiness,feeling really blessed to have such great friends nearby.
Why did everything suddenly become utterly magical tonight?,happiness,why did everything suddenly become utterly magical tonight?
Why does everyone smile at puppy pictures?,happiness,why does everyone smile at puppy pictures?
This sunny morning makes me feel really alive.,happiness,this sunny morning makes me feel really alive.
My day is really looking up right now somehow.,happiness,my day is really looking up right now somehow.
My day just got absolutely amazing all of a sudden.,happiness,my day just got absolutely amazing all of a sudden.
Everything feels really bright and beautiful today somehow.,happiness,everything feels really bright and beautiful today somehow.
My day is totally filled with joyful happy memories.,happiness,my day is totally filled with joyful happy memories.
Her smile was clearly contagious this morning.,happiness,her smile was clearly contagious this morning.
Just got the promotion and I'm rather thrilled actually.,happiness,just got the promotion and i'm rather thrilled actually.
Celebrating my best friend's wedding was utterly delightful tonight.,happiness,celebrating my best friend's wedding was utterly delightful tonight.
Feeling quite relieved after quitting my stressful job.,happiness,feeling quite relieved after quitting my stressful job.
"Everything feels lighter, very carefree and incredibly happy today.",happiness,"everything feels lighter, very carefree and incredibly happy today."
Feeling rather lost after that tough conversation.,happiness,feeling rather lost after that tough conversation.
Today is turning out to be quite amazing actually.,happiness,today is turning out to be quite amazing actually.
Finally met someone rather special last night at dinner.,happiness,finally met someone rather special last night at dinner.
Seeing my best friend smile is really the best.,happiness,seeing my best friend smile is really the best.
Definitely beaming with pride after crushing this project deadline.,happiness,definitely beaming with pride after crushing this project deadline.
Getting married has me rather ridiculously happy today.,happiness,getting married has me rather ridiculously happy today.
This warm sunshine makes me feel kinda alive.,happiness,this warm sunshine makes me feel kinda alive.
Really excited for the weekend's road trip adventure tomorrow.,happiness,really excited for the weekend's road trip adventure tomorrow.
