text,label
feeling pretty relieved about the outcome here.,relief
my presentation is soon and that makes me anxious honestly.,fear
my flight has a weird layover that's kinda scary,fear
"it's weird, but i feel a little threatened by this.",jealousy
my dance moves are still super awkward in public.,embarrassment
my anxiety is creeping back in and it's annoying.,anxiety
i'm starting to feel like nobody understands me.,loneliness
unbridled euphoria erupted as fireworks illuminated the night sky!,excitement
i just can't even deal with people today,frustration
i'm actually kind of scared of heights you know.,fear
this smell is making me feel sick already.,disgust
feeling kinda jealous of their vacation pics,jealousy
everything felt slightly brighter after seeing old friends yesterday.,happiness
i feel like i can finally breathe again tonight.,relief
missing the feeling of being part of a group,loneliness
my internet connection is being super unreliable today.,frustration
i feel like i'm stuck in a neverending traffic jam,frustration
my cat just threw up on my favorite rug ugh.,disgust
my friends never include me in their plans either,jealousy
it bugs me how close you two are getting.,jealousy
i'm still mad about what you said last night,anger
i am seriously frustrated with this traffic right now.,anger
i'm feeling a bit uneasy about the weekend plans.,anxiety
being with you makes every day perfect somehow,love
this has been the most embarrassing day ever already,embarrassment
can someone explain this joke to me again?,confusion
my ex seems to be moving on pretty quickly.,jealousy
i'm really embarrassed about my karaoke performance last night.,embarrassment
everything feels like it's going wrong today too.,disappointment
my diet is going pretty poorly this week.,guilt
i need some reassurance that it's just a friendship.,jealousy
i'm just happy to be surrounded by love,gratitude
i feel happy when we're together like this.,love
i feel so comfortable with you it's weird.,love
that massage therapist worked out all the knots yay,gratitude
"my presentation went smoothly, feeling pretty good about it.",pride
you're spending a lot of time with them lately.,jealousy
the lights flashing at the concert sent her soaring!,excitement
my day just got better because of your text message.,gratitude
feeling super appreciative of good friends like you guys,gratitude
i'm worried about what might go wrong today.,anxiety
i'm shocked at how fast this month flew by already.,surprise
i'm feeling pretty good about my decision today so far.,pride
i feel thankful for my comfy shoes today,gratitude
my phone battery is dying at the worst time again,frustration
i'm thankful for this opportunity to learn something new.,gratitude
electricity coursed through her veins as fireworks exploded overhead.,excitement
i'm starting to get a little worried about money issues.,fear
wish i had someone to share this moment with honestly.,loneliness
i was really counting on this and it fell through,disappointment
maybe something amazing will happen today who knows?,hope
my new job is totally exceeding my expectations.,happiness
i'm really unsure about what to eat for dinner.,confusion
i'm super grateful for this relaxing weekend ahead of me,gratitude
i'm keeping my fingers crossed for a great outcome.,hope
i just love how generous some people can be sometimes,gratitude
i'm tired of spending my nights alone again.,loneliness
my brother's room is disgusting always,disgust
it's raining on my day off too.,disappointment
i was looking forward to that concert too.,disappointment
i'm feeling a tiny bit more hopeful now.,relief
this news is totally blowing my mind right now.,surprise
my mind is racing with thoughts lately too much.,anxiety
"my brain is completely blank right now, idk why.",confusion
the moment she'd been waiting for was finally arriving tonight.,excitement
i never thought love could be this strong and real,love
she glowed with a quiet happiness that inspired me.,happiness
.the thought of exercise makes me cringe today.,disgust
i desperately need someone to hang out with asap..,loneliness
i feel okay after that scary movie actually.,relief
i'm thankful for this quiet morning to myself today.,gratitude
my team crushed it in the tournament finals tonight.,pride
feeling slightly overwhelmed with schoolwork lately,sadness
today was a tiny bit embarrassing at work.,embarrassment
she was definitely beaming during her graduation ceremony yesterday.,happiness
why do they get to go there and not me?,jealousy
this sunshine definitely brightens up my whole day suddenly.,happiness
i am seriously grossed out right now about everything,disgust
what just happened? i'm really confused right now.,confusion
i'm so hopeful about my new job opportunity.,hope
"life's been treating me very kindly lately, it's wonderful.",happiness
i'm just feeling lost and unsure what to do.,sadness
i feel super annoyed with my roommate's mess.,anger
today has been pretty lonely for me so far.,loneliness
i didn't think we'd finish the project so fast either.,surprise
the room fell silent as fireworks exploded outside suddenly.,excitement
"i'm having a pretty rough morning today, ugh!",frustration
this could be our big break and i believe it,hope
i'm not feeling the new restaurant as much anymore,disappointment
my mood has been off all morning.,sadness
felt rather relieved when the project was finally done.,happiness
"clearly, i'm on cloud nine after that job offer!",happiness
